user_id,imei,houseid_seq,cateid_seq,localid_seq,xq_seq,price_seq,area_seq,diff_time_seq,weight_seq,masks_seq,timestamp_seq,action_weight_seq,staytime_seq
144,10a88d9012633af2cbd1f24ae9d9c83a383d778c,"4172186627566600,4171970802523141,4171933804847118,4122813824998415,4174743389233156,4156322477861890,4070309590622218,4170580379786249,4175129235365894,4138212858993679,4146687694466049,4175184483852301,4160584053025799,4176556051128327,4163737315744769,2706908313691139,3811279173526541,4081721598225418","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","12602,11864,11864,12602,12602,12604,12604,12602,12602,12604,12604,12602,12602,32301,32301,12602,12602,12602","103200908,100707539,100705882,100707507,100705778,100707397,105013716,100707506,100705813,100705173,100705124,100705781,100707496,100704346,102418926,100707508,100705772,100705772","4,4,4,4,5,4,7,5,5,5,5,6,5,5,5,5,7,7","2,2,2,2,1,2,3,2,2,2,3,2,2,2,2,2,300.0,6","1005718,1005667,1005643,883117,882704,882673,882426,882416,882368,882353,882124,798890,798862,795366,795346,788494,784922,784893","8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754152680730,1754152732013,1754152756236,1754275282443,1754275694953,1754275725950,1754275973080,1754275982820,1754276030898,1754276045809,1754276275142,1754359509227,1754359536853,1754363032654,1754363052864,1754369905059,1754373476957,1754373506184","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","3885,6741,3666,11830,5204,4376,4837,7800,6262,9120,6364,13214,4749,9179,12402,4631,5623,16998"
145,10c2b64888ce610bc08fe4ff7280f421,,,,,,,,,,,,
146,10c65557a177fed356620a42cc551fbb,,,,,,,,,,,,
147,10e719c2d90fff3f2ebf3a23c103bc34,,,,,,,,,,,,
148,10ef7b1f791c57169db90c08afd76e2f,,,,,,,,,,,,
149,10ff879892c4e85d1d64d57975e17638,"4179476858839041,4176824710815747,4128114770111501,4097239229688834,4097239229688834,4101239804374020,4173690196077573,4100051288730636,4177856105864207,4166335562570763,4009228696087554,4009235006004232,4009224340368387,4057792195324928,4057792195324928,4145587678321667,4166688806607887,4071859681520647,4173700463878151,4175218548662281","12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12","5015,5015,5015,5015,5015,5015,5015,14098,5015,14098,14097,14097,14097,14097,14097,14098,24964,24964,5015,5015","100502667,100493542,100502667,100502667,100502667,100502667,100502667,100500491,100501409,100500491,100574569,100574569,100574569,100574569,100574569,100500491,100501567,100501567,100502667,100493542","2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2","2,5,5,6,6,6,2,5,7,6,5,5,5,5,5,2,6,5,2,6","627372,627341,627333,627307,627285,627276,627259,539774,539755,539738,285400,285385,285377,285365,285354,284929,180992,180943,178978,176727","4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,9.110511944006454E-4,4.555255972003227E-4,4.555255972003227E-4,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.04742587317756678,0.02371293658878339,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754552511913,1754552543601,1754552551061,1754552577225,1754552598969,1754552608865,1754552625191,1754640110296,1754640128918,1754640146410,1754894483958,1754894499043,1754894507397,1754894519176,1754894530206,1754894955516,1754998892583,1754998941563,1755000905921,1755003157293","1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1","15825,7825,21376,22814,22814,12365,8909,15447,12148,8734,12472,4015,7237,12020,12020,9199,11717,13075,11704,12755"
150,111519c69c698086d3ccff409a489b3aed1a56f1,,,,,,,,,,,,
151,114a056eeb1d0010bcd6d335e7b11e0959184350,"4162041092922375,1436158374371329,3156012303523848,4125351765826570,3019924749085710,3634601456608259,3951531559791617,3790465606082571,3310274812567555,3977935520226305","11,11,11,12,11,11,11,11,12,12","32268,32263,32273,32263,32268,32268,32268,32268,32268,32268","100508268,102031123,103179101,100683820,103238310,103219269,100391461,0,100391462,100391724","3,2,3,2,2,2,1,2,2,1","1,2,3,3,1,1,1,1,5,7","398343,189420,181380,180650,175049,174125,174107,174072,174006,173983","0.00899310498104578,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754705533465,1754914456893,1754922496195,1754923226757,1754928828073,1754929751359,1754929769792,1754929805006,1754929871114,1754929893930","1,1,1,1,1,1,1,1,1,1","13414,6637,66401,12064,3774,15664,5012,16252,8063,21066"
152,11718b66fa0cd78ab82f9520456d4c32,"4165451806973960,4182234481090564,4140636279185409,4184805500627980,4175101868482562","11,11,11,11,11","37251,2080,36928,29907,29907","104034109,0,104049864,102065144,102065144","4,3,2,2,2","2,2,2,1,1","291969,291864,291843,291725,291674","0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339","1.0,1.0,1.0,1.0,1.0","1754892954916,1754893059921,1754893080854,1754893199738,1754893250770","1,1,1,1,1","17522,7722,36837,17514,4612"
153,1179df0d5df14bc63d2a3dc44712a84a32d33d50,,,,,,,,,,,,
154,1192ba9b43f84971b0b6d50f0fa0310b,,,,,,,,,,,,
155,119465d769ff2f15b1153b78c7bef99dcdee0d39,"4130925482270735,4144996840664069,2200773688318983,4095347953475599,4171889088814088,2200773688318983,4172660214915079,4171889088814088,2200773688318983,2924936858543109,4179522665946120,4177613523329026,4171889088814088,4171889088814088,4171889088814088,4180632086244357,4167947679719431,4180482815814667,4180482815814667,4167947679719431,2200773688318983,4180482815814667,3628963889421321,4167947679719431,4171889088814088,4116685212573703,4167947679719431,4180368394804231,4167947679719431,4186631544232965","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","18430,18430,18430,18430,18430,18430,2165,18430,18430,18430,2165,2165,18430,18430,18430,18430,18430,18430,18430,18430,18430,18430,2165,18430,18430,18430,18430,2165,18430,18430","102464964,103962941,0,104015809,102015928,0,0,102015928,0,100621558,0,0,102015928,102015928,102015928,104599406,100621847,104599406,104599406,100621847,0,104599406,0,100621847,102015928,103006080,100621847,0,100621847,104803569","4,3,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,3,4,4,4,3","3,2,3,3,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,3,2,3","838196,838017,736159,736043,689764,689743,689718,661017,660891,660568,660497,660483,660456,660251,660161,592790,577751,577696,569807,569799,334917,334823,334810,334772,334669,265671,265629,253774,229310,138616","6.169728799311586E-5,6.169728799311586E-5,1.6767506523323905E-4,1.6767506523323905E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.05960146101105877,0.05960146101105877,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754308748882,1754308928582,1754410786324,1754410901829,1754457181326,1754457202545,1754457227748,1754485927919,1754486053894,1754486377712,1754486448063,1754486461879,1754486489313,1754486693962,1754486784773,1754554154946,1754569194704,1754569249543,1754577138224,1754577146698,1754812028322,1754812122384,1754812135022,1754812173269,1754812276755,1754881274755,1754881315791,1754893170839,1754917635567,1755008329150","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","13143,6272,26685,11638,5933,13996,4734,68367,3745,6214,4245,4549,131671,69986,5206,4611,39409,14755,6950,17142,4440,7920,11408,51244,31369,5889,112555,4377,80317,8574"
156,11954aa4e4340270db1ca7e614aab125,,,,,,,,,,,,
157,11a64f4fcbc5243e5627bf766d99a098,"4153905502101512,4171766545637376,4101529712192524,4171230723365893,4171290144435213,4115553977850886,3996066921487360,4163654164130822,4171970683412493,4115553977850886,3996066921487360,1406223525371918,1406223525371918,1406223525371918,4178904695036943,2963068961692686,4149783525629965,4178987014758404,4178967840500742,4178987014758404,4171245880369162,4178882440994823,4114110956707846,4134375484530695,4173955415678980,4171245880369162,4162528394697732,4178882440994823,4171246586653704,4173947983847438","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574,29574","102052258,102052258,102052258,102052255,102051973,102052258,102052258,102052258,102052245,102052258,102052258,102052258,102052258,102052258,102052258,102052258,102052258,102426275,102052053,102426275,102052053,102052265,102052258,102052265,102052265,102052053,102052053,102052265,102052265,102052258","1,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2","2,2,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3","1020052,1020030,1020001,1019984,1019963,1019895,1019864,1019767,1019725,1019640,1019157,1018964,1012164,1006548,593708,593686,593541,593469,593451,593385,593373,593345,593322,593301,593206,593113,593074,593056,593035,592977","8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754092606621,1754092628708,1754092657907,1754092674515,1754092695449,1754092763987,1754092794493,1754092891427,1754092933759,1754093018748,1754093501376,1754093694916,1754100494955,1754106111125,1754518950931,1754518973128,1754519118206,1754519189787,1754519207243,1754519274106,1754519285674,1754519313615,1754519336572,1754519357262,1754519452588,1754519545938,1754519584486,1754519602434,1754519623476,1754519682122","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","4117,3893,5449,6105,9541,23455,9454,5160,7705,16897,6230,24556,7448,10638,13351,9733,26663,6926,7803,3957,3601,16704,4348,7230,6955,3768,4899,4810,4633,8959"
158,11bb930db906d2870e1e32dbb13a20f8,,,,,,,,,,,,
159,11dac75a5950fa33acd83a5eaf289f37,,,,,,,,,,,,
160,11e09ef6f6e004d5f339d9848b79d9f1,"3973976562703368,4102676882234370,4173580444707853,4009139899800587,4124577593732107,4172577301470210,4180786172926991,4146466793430019,4068594911407104,4151079411932165,4173751241419786,4129601840606209,4177944898120716,4161298568080394,4178171604069391,4056182789499915,4180693009702920,4062304330296321,4129846299548680,4138111295237120,4180557988371458,4184975857130504,4180691886136321,4099681012898828,2479305741508609,4172747987410947,4172747987410947,4186329063644163,2479305741508609,2479305741508609","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","15291,15291,15291,15291,15291,15290,15290,15290,15290,15290,15290,15290,15292,15292,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15294,15294,15294,15294,15294,15294","100446207,103552305,103104886,103104886,103104886,102419864,102419864,102419864,102419864,102419864,102419864,102419864,103513804,103513804,104000584,104000584,103549759,103549759,103549759,103549759,104038967,104038967,104038967,104038967,103517468,103517468,103517468,103517468,103517468,103517468","6,4,5,5,5,5,5,6,5,5,6,4,5,5,5,3,6,5,5,5,4,6,6,5,5,6,6,6,5,5","4,2,3,3,3,3,3,3,2,2,3,3,2,3,2,1,3,3,3,2,1,3,3,1,3,3,3,3,3,3","541991,519532,519497,519476,519467,519434,519423,519412,519398,519261,519215,519190,517715,517702,509580,509540,368169,368154,368144,368134,286769,286756,286741,286727,280468,280422,280415,178815,178783,178775","0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.04742587317756678,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754631517506,1754653976823,1754654012327,1754654032684,1754654041897,1754654074709,1754654085739,1754654097095,1754654111286,1754654247796,1754654294011,1754654319238,1754655793786,1754655806642,1754663928686,1754663968839,1754805340395,1754805355226,1754805364876,1754805375009,1754886740198,1754886753047,1754886767870,1754886781607,1754893041101,1754893086649,1754893093878,1754994694288,1754994725588,1754994733754","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1","9240,15771,12118,6003,3792,7662,7839,11634,34225,16109,10151,5015,6978,6566,11581,26588,8139,7126,7675,20697,10137,11893,4928,5548,42222,9909,9909,14030,6065,6062"
161,11e771e71f03b48726603f7ac1b56e74,"4183516959316996,4012348193745924,4012348193745924,4012348193745924,4012348193745924,4012348193745924,4012348193745924,4012348193745924,4157944795360264,4170894308891655,4183298411211777,4183486811692040,2985586733001736,4183451125799949,4157944795360264,4182027055143937,4183451125799949,4144406159597570,4182027055143937,4184611709332491,4179431508777984,4183451352014859,4157944795360264,4185031259466752,4183451125799949,4183451125799949,4166539604451329,4182232136704009,4183486811692040,4176645711945733","12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12","12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,12355,5116,5116,12355,12355,12355,12355,12355,12355,12355,12355,12355","100492744,100492744,100492744,100492744,100492744,100492744,100492744,100492744,103148953,100492744,100492744,103148953,103148953,103148953,103148953,103148953,103148953,103148953,103148953,105020250,104941786,103148953,103148953,100504582,103148953,103148953,103148953,103148953,103148953,103148953","3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,7","242351,242116,241783,241586,241342,241014,240674,240243,238695,238394,237989,237431,237355,237341,237102,237046,236989,236106,236036,235007,235001,234755,234433,234385,234186,233075,232535,230848,135730,135185","0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754892960461,1754893194988,1754893527952,1754893725341,1754893968972,1754894296727,1754894636688,1754895067611,1754896616519,1754896917489,1754897322246,1754897879972,1754897956552,1754897970575,1754898209334,1754898264679,1754898321644,1754899204710,1754899275133,1754900304415,1754900310080,1754900556012,1754900878275,1754900926018,1754901124979,1754902236397,1754902776274,1754904463437,1754999581552,1755000126126","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","48353,73582,65119,26435,70198,81518,71823,148848,49091,81177,112378,74072,7372,27404,56582,57666,38383,70640,600386,4040,36622,30247,48551,40769,70805,45743,74876,30207,58462,75183"
162,12438eea33775770a3b3fabc98afd5b5,,,,,,,,,,,,
163,124d1b415c6ef14311b8e33168d40694,,,,,,,,,,,,
164,1281bb6beb6c2359d88da0c238c98f8973c610ee,,,,,,,,,,,,
165,128f73870f4ad22366b810c3ec36084e,,,,,,,,,,,,
166,129f00e882a77fa271dde61340dd0d5f,"4180550216608775,4180293986754562,4180293986754562,4123925630245888,4007966712552453,2978680573451272,4170764681059336,1591394781586447,4155228170578954,3977861723889668,3222335334948865,4183309793238021,2330775308594176,3841306204351495,4138026472628229","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","4711,4711,4711,4712,32886,4712,4712,7208,32886,4712,7214,13433,4713,7214,4712","100582187,100501228,100501228,100582137,100496266,100496435,100504001,100501577,100496266,100495578,100498858,100497345,100498746,100559267,100504001","3,4,4,4,3,4,4,4,3,3,3,4,5,4,4","2,2,2,2,1,2,2,1,1,1,2,1,2,2,1","461201,460591,460370,447654,447640,447564,447540,447387,447327,447292,447236,447229,447209,447192,447176","0.0033464254621424277,0.0033464254621424277,0.0066928509242848554,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754705199291,1754705809299,1754706031133,1754718746339,1754718760440,1754718837033,1754718860928,1754719013528,1754719073832,1754719108608,1754719164556,1754719171808,1754719191767,1754719209119,1754719224786","1,1,2,1,1,1,1,1,1,1,1,1,1,1,1","8697,223525,223525,5246,47969,11628,14273,16038,5614,6018,5107,9999,13447,7036,13023"
167,12cb35688a03f9dc4c18eb2dd9c40567,"3967033630567439,3967033630567439,4156314911337487,4156314911337487,3967033630567439,3967033630567439,4148446100286477","11,11,11,11,11,11,11","33222,33222,33222,33222,33222,33222,30297","100671930,100671930,100671930,100671930,100671930,100671930,102333097","7,7,6,6,7,7,7","4,4,3,3,4,4,3","1301497,1301484,1301397,1301387,1225504,1225331,880920","1.5295111346281236E-7,3.059022269256247E-7,1.5295111346281236E-7,3.059022269256247E-7,4.1576401383206604E-7,4.1576401383206604E-7,2.2698934351217197E-5","1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753868383751,1753868396481,1753868483610,1753868494066,1753944376650,1753944550225,1754288960619","1,2,1,2,1,1,1","13883,13883,11611,11611,28608,13766,11864"
168,12d8ae618ccf0e52ae7dd666b458e0e9,,,,,,,,,,,,
169,13093b63402ffea3d028486e82c04b01,,,,,,,,,,,,
170,1336612910051e16b8f324d84f2af35a,"4162220637002759,4102578360474632,4025044584160269,4040292003799047,4126807381205007,4130781508885504,4078832538083338,4154348797373446,4175141450702860,4173858350652428,3928638061372420,4111100408307726,4177407558573061,4177407558573061,4179437192192004,4179437192192004,4180735738588172,4170786497829902,4181754423733252,4180696855878667,4173332438117377,4181746319269895,4181757810109440,4167704558182406,4102578632682497,4181748099472394,4177388872835079,4177388872835079,4183490051681289,4040292003799047","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","14146,14146,14146,11998,11998,11998,14146,14146,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998,11998","100392867,100394865,100392867,100394933,100394933,100394933,100392867,100392867,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933,100394933","4,3,5,2,3,4,4,3,4,4,4,5,3,3,4,4,3,4,2,3,3,2,3,4,5,2,3,3,3,2","2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2","1043396,1043376,1043366,964502,963369,963331,878402,878382,690260,690249,690198,690182,690132,690107,586644,586617,586574,586500,510710,510629,510610,510603,510569,510551,510469,417852,417804,417794,347478,186912","3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,2.2698934351217197E-5,2.2698934351217197E-5,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,9.110511944006454E-4,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.00899310498104578,0.00899310498104578,0.01798620996209156,0.00899310498104578,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754113476082,1754113496111,1754113505776,1754192370296,1754193502404,1754193540518,1754278469380,1754278489322,1754466611932,1754466623057,1754466673821,1754466690046,1754466739615,1754466764495,1754570227614,1754570254734,1754570298234,1754570372162,1754646161703,1754646242727,1754646261611,1754646268767,1754646302352,1754646320755,1754646402736,1754739020184,1754739068077,1754739078299,1754809393537,1754969960225","1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1","3832,7255,6961,18213,9824,14201,5709,8753,6008,17453,12837,6368,25836,25836,27998,27998,60304,4324,77412,7799,5044,21342,12115,54644,12365,18568,11103,11103,8866,10324"
171,133cf96e0b3c9b4f688c5d2fc9466a66eb60c993,"4167550305165326,4167672031600641,4171772901548032,4171772901548032,2708694358549514,3861834263159816,4174782199720968,2053188623539214,4047813768208387,1541747803087885","11,11,11,11,11,11,11,11,11,11","13113,13113,13113,13113,13110,13113,29884,13113,13110,13110","100443947,100443947,100443947,100443947,102317688,104794547,102063276,100443947,102317688,102317688","5,5,4,4,4,4,3,5,3,4","2,2,2,2,3,3,2,3,2,2","1263834,1121478,1121470,1121452,861221,861194,846111,774699,553448,214903","4.1576401383206604E-7,3.072087301107359E-6,3.072087301107359E-6,6.144174602214718E-6,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,1.6767506523323905E-4,0.0012363115783173872,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753912890400,1754055246466,1754055254454,1754055272773,1754315503451,1754315530192,1754330613452,1754402025044,1754623276416,1754961821022","1,1,1,2,1,1,1,1,1,1","6216,4305,18588,18588,4362,9066,7561,5458,18292,10140"
172,137acf2f59aa377d8d39feb7c8115a8de7b094de,"4045938717305866,4177519689605124,4183776976478211,4162215656926208,4173343311208457,4068482858197005,4151082614483969,4182225376944131,4182225376944131","12,11,12,12,12,12,11,12,12","14557,5345,5012,5345,5012,14134,10657,5345,5345","100502797,103967816,103245913,100494414,100496975,100499301,100697531,104913054,104913054","2,2,2,2,2,2,3,2,2","7,1,4,2,2,2,1,7,7","361475,361411,361314,359998,359956,359866,359836,359471,359448","0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.01798620996209156","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754745696971,1754745761184,1754745858165,1754747173777,1754747215691,1754747305584,1754747336092,1754747701014,1754747723854","1,1,1,1,1,1,1,1,2","17054,4798,8337,35627,5924,12718,15813,22420,22420"
173,138530e45cebfca9d343f1aee824405c,,,,,,,,,,,,
174,139f2c6ecbca53b34e04af5a7d26c914,,,,,,,,,,,,
175,13af84769c9b06db09cb896ad8ce062d,"4115212133687307,4186758508929024,4160852098325511,4136513416323087,4183496012782598,4183496012782598,3093388554690566,4099054716546048,1996802637734921","11,11,11,11,11,11,11,11,11","13228,13228,13228,13228,13230,13230,13231,38359,13230","102040695,102040695,102040695,102040695,102040633,102040633,102040577,0,102381559","3,2,2,3,2,2,3,1,3","2,2,3,3,2,2,2,2,2","158146,158045,158009,157941,157877,157810,152029,152006,151931","0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.2689414213699951,0.13447071068499755,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754980063648,1754980164148,1754980200537,1754980269110,1754980332814,1754980399346,1754986180630,1754986203845,1754986278480","1,1,1,1,1,2,1,1,1","95019,28778,40189,17220,67970,67970,16833,17330,14957"
176,13b2cf38e000832480f3e750a09608f1,,,,,,,,,,,,
177,13ba4092542016df8ccf2f8915a9eab0,,,,,,,,,,,,
178,143653dd52ef2dcd34225f532007fd8b295fb79a,,,,,,,,,,,,
179,14592ca71c45466f14e47c77d37c887acb1e384e,,,,,,,,,,,,
180,145df89706123e344839352dbaffe6bc,,,,,,,,,,,,
181,1479d7231c6764b7ca3006db1c937bf8,,,,,,,,,,,,
182,149d5edf4a385aa84eec624b92002ec7f9a4ab42,,,,,,,,,,,,
